PlotNumber,SiteUnit,bgc
08272,ESSFwm 4 /103.2,ESSFwm 4
08248,ICH mw 4 /104.1,ICH mw 4
08244,ESSFwm 4 /101,ESSFwm 4
08238,ICH dm   /103,ICH dm
08235,ESSFwm 4 /103.1,ESSFwm 4
08232,ESSFwm 4 /101,ESSFwm 4
08231,ICH dm   /101,ICH dm
08228,ESSFwm 4 /103.1,ESSFwm 4
08226,ESSFwm 4 /102,ESSFwm 4
08211,ESSFwh 2 /101,ESSFwh 2
08156,ESSFwc 4 /101,ESSFwc 4
08085,ESSFwh 3 /104.1,ESSFwh 3
08-D97,ESSFwm 4 /103.1,ESSFwm 4
08-D94,ESSFwm 3 /103,ESSFwm 3
08-D93,ESSFwh 3 /110,ESSFwh 3
08-D92,ESSFwh 3 /101,ESSFwh 3
08-D9,ICH mw 4 /101,ICH mw 4
08-D89,ESSFwm 4 /101,ESSFwm 4
08-D8,ICH mw 4 /104.1,ICH mw 4
08-D78,ESSFwh 3 /111,ESSFwh 3
08-D77,ESSFwh 3 /110,ESSFwh 3
08-D74,ESSFwh 3 /110,ESSFwh 3
08-D73,ESSFwm 4 /102,ESSFwm 4
08-D71,ESSFwh 3 /104.1,ESSFwh 3
08-D7,ESSFwm 3 /103,ESSFwm 3
08-D69,ESSFwm 3 /105,ESSFwm 3
08-D68,ESSFwm 3 /101,ESSFwm 3
08-D56,ESSFwh 3 /103,ESSFwh 3
08-D55,ESSFwm 3 /103,ESSFwm 3
08-D52,ESSFwm 3 /103,ESSFwm 3
08-D51,ESSFwm 3 /104,ESSFwm 3
08-D47,ESSFwm 3 /111,ESSFwm 3
08-D45,ESSFwm 3 /110,ESSFwm 3
08-D42,ESSFwm 3 /101,ESSFwm 3
08-D4,ESSFwm 3 /103,ESSFwm 3
08-D37,ICH dw 1 /103,ICH dw 1
08-D36,ESSFwmw  /101,ESSFwmw
08-D35,ESSFwmw  /102,ESSFwmw
08-D34,ESSFwmw  /103,ESSFwmw
08-D32,ESSFwm 3 /104,ESSFwm 3
08-D30,ICH mw 4 /112,ICH mw 4
08-D28,ICH mw 4 /101,ICH mw 4
08-D26,ESSFwh 3 /110,ESSFwh 3
08-D24,ESSFwh 3 /101,ESSFwh 3
08-D23,ESSFwm 3 /111,ESSFwm 3
08-D21,ESSFwm 3 /103,ESSFwm 3
08-D18,ESSFwm 3 /111,ESSFwm 3
08-D16,ESSFwh 3 /111,ESSFwh 3
08-D15,ICH mw 4 /112,ICH mw 4
08-D14,ICH mw 4 /101,ICH mw 4
08-D130,ICH dw 1 /104,ICH dw 1
08-D13,ICH mw 4 /110,ICH mw 4
08-D123,ICH dw 1 /101,ICH dw 1
08-D121,ICH dw 1 /111,ICH dw 1
08-D117,ESSFwh 3 /101,ESSFwh 3
08-D115,ESSFwh 3 /101,ESSFwh 3
08-D113,ESSFwm 3 /110,ESSFwm 3
08-D111,ESSFwm 3 /104,ESSFwm 3
08-D102,ICH mw 4 /104.1,ICH mw 4
08-D1,ESSFwm 3 /101,ESSFwm 3
08-9569,CWH dm 2 /113,CWH dm 2
08-9282,ICH dm   /101,ICH dm
08-9280,ESSFwh 1 /101,ESSFwh 1
08-9279,ESSFwc 4 /111,ESSFwc 4
08-9278,ESSFwc 4 /103a,ESSFwc 4
08-9276,ESSFwcw  /103,ESSFwcw
08-9275,ESSFwcw  /103,ESSFwcw
08-9266,ESSFwh 1 /101,ESSFwh 1
08-9264,ESSFwc 4 /111,ESSFwc 4
08-9263,ESSFwc 4 /101,ESSFwc 4
08-9262,ESSFwc 4 /101,ESSFwc 4
08-9261,ESSFwcw  /103,ESSFwcw
08-9260,ESSFwh 1 /103,ESSFwh 1
08-9229,ESSFwh 1 /101,ESSFwh 1
08-9228,ESSFwc 4 /110,ESSFwc 4
08-9227,ESSFwc 4 /101,ESSFwc 4
08-9226,ESSFwcw  /104.1,ESSFwcw
08-9224,ESSFwcw  /103,ESSFwcw
08-9222,ESSFwh 1 /101,ESSFwh 1
08-9221,ESSFwh 1 /102,ESSFwh 1
08-9220,ESSFwc 4 /111,ESSFwc 4
08-9219,ESSFwcw  /110,ESSFwcw
08-9218,ESSFwcw  /103,ESSFwcw
08-9215,ESSFwh 2 /102,ESSFwh 2
08-9214,ESSFwmw  /101,ESSFwmw
08-9213,ESSFwmw  /101,ESSFwmw
08-9210,ESSFwh 1 /104,ESSFwh 1
08-9208,ESSFwcw  /103,ESSFwcw
08-9000,CWH vm 1 /110,CWH vm 1
08-8999,CWH vm 1 /110,CWH vm 1
08-8943,CWH dm 3 /110,CWH dm 3
08-8931,CWH dm 2 /101,CWH dm 2
08-8930,CWH dm 2 /101,CWH dm 2
08-8902,CWH dm 2 /113,CWH dm 2
08-8368,ESSFmh   /110,ESSFmh
08-8367,ESSFmh   /111,ESSFmh
08-8366,ESSFdc 1 /104,ESSFdc 1
08-8365,ESSFdcw  /103,ESSFdcw
08-8364,ESSFdcw  /110,ESSFdcw
08-8363,ESSFdcw  /101,ESSFdcw
08-8298,MH  ms   /110,MH  ms
08-8297,MH  ms   /110,MH  ms
08-8296,MH  ms   /103,MH  ms
08-8295,MH  ms   /103,MH  ms
08-8294,MH  ms   /101,MH  ms
08-8293,MH  ms   /104,MH  ms
08-8292,MH  ms   /110,MH  ms
08-8291,MH  ms   /101,MH  ms
08-8289,MH  ms   /104,MH  ms
08-8288,MH  ms   /110,MH  ms
08-8287,MH  ms   /103,MH  ms
08-8286,MH  ms   /110,MH  ms
08-8285,MH  ms   /110,MH  ms
08-8284,MH  ms   /110,MH  ms
08-8282,MH  ms   /111,MH  ms
08-8281,MH  ms   /111,MH  ms
08-8280,MH  ms   /104,MH  ms
08-8277,MH  ms   /110,MH  ms
08-8276,MH  ms   /104,MH  ms
08-8275,MH  ms   /110,MH  ms
08-8274,MH  ms   /102,MH  ms
08-8273,MH  ms   /101,MH  ms
08-8272,MH  ms   /101,MH  ms
08-8270,MH  ms   /103,MH  ms
08-8269,MH  ms   /103,MH  ms
08-8262,MH  ms   /101,MH  ms
08-8261,MH  ms   /112,MH  ms
08-8260,MH  ms   /101,MH  ms
08-8255,SBS mz   /101a,SBS mz
08-8240,SBS mz   /102,SBS mz
08-8239,SBS mz   /101b,SBS mz
08-8232,SBS mz   /112,SBS mz
08-8225,SBS mz   /113(Wb),SBS mz
08-8224,SBS mz   /101a,SBS mz
08-8223,SBS mz   /111,SBS mz
08-8221,SBS vz   /102,SBS vz
08-8099,ICH dw 1 /111,ICH dw 1
08-8098,ESSFwc 4 /111,ESSFwc 4
08-8097,ESSFwc 4 /111,ESSFwc 4
08-8096,ESSFwc 4 /103a,ESSFwc 4
08-8095,ESSFwcw  /103,ESSFwcw
08-8094,ESSFwcw  /102,ESSFwcw
08-8093,ESSFwc 4 /101,ESSFwc 4
08-8090,ESSFwc 4 /101,ESSFwc 4
08-8089,ESSFwcw  /103,ESSFwcw
08-8088,ESSFwcw  /102,ESSFwcw
08-8087,ESSFwcw  /103,ESSFwcw
08-8081,ESSFwc 4 /103b,ESSFwc 4
08-8078,ESSFwcw  /103,ESSFwcw
08-8077,ESSFwcw  /104.1,ESSFwcw
08-8076,ESSFwcw  /103,ESSFwcw
08-8074,ESSFwm 2 /101,ESSFwm 2
08-8073,ESSFwm 2 /101,ESSFwm 2
08-8072,ESSFwm 2 /112,ESSFwm 2
08-8071,ESSFwm 2 /110,ESSFwm 2
08-8070,ESSFwm 2 /104,ESSFwm 2
08-8069,ESSFwmw  /101,ESSFwmw
08-8068,ESSFwmw  /102,ESSFwmw
08-8066,ESSFwh 1 /103,ESSFwh 1
08-8065,ESSFwh 1 /102,ESSFwh 1
08-8064,ESSFwh 1 /103,ESSFwh 1
08-8063,ESSFwcw  /101,ESSFwcw
08-8062,ESSFwcw  /103,ESSFwcw
08-8061,ESSFwc 4 /103a,ESSFwc 4
08-8060,ESSFwc 4 /110,ESSFwc 4
08-8059,ESSFwh 1 /101,ESSFwh 1
08-8058,ESSFwh 1 /110.2,ESSFwh 1
08-8057,ESSFwh 1 /101,ESSFwh 1
08-8056,ESSFwm 2 /111,ESSFwm 2
08-8055,ESSFwm 2 /112,ESSFwm 2
08-8054,ESSFwmw  /103,ESSFwmw
08-8051,ESSFwh 2 /103,ESSFwh 2
08-8050,ESSFwm 2 /103,ESSFwm 2
08-8049,ESSFwmw  /103,ESSFwmw
08-8048,ESSFwmw  /101,ESSFwmw
08-8047,ESSFwmw  /103,ESSFwmw
08-8046,ESSFwmw  /103,ESSFwmw
08-8045,ESSFwmw  /101,ESSFwmw
08-8042,ESSFwm 2 /101,ESSFwm 2
08-8041,ESSFwmw  /102,ESSFwmw
08-8040,ESSFwmw  /103,ESSFwmw
08-8037,ESSFwc 4 /112(Ws08),ESSFwc 4
08-8036,ESSFwc 4 /111,ESSFwc 4
08-8034,ESSFwh 1 /101,ESSFwh 1
08-8033,ESSFwh 1 /101,ESSFwh 1
08-8032,ESSFwh 1 /110.2,ESSFwh 1
08-8029,ESSFwh 1 /104,ESSFwh 1
08-8028,ESSFwh 1 /101,ESSFwh 1
08-8027,ESSFwc 4 /111,ESSFwc 4
08-8024,ICH dm   /102b,ICH dm
08-8022,ICH mk 4 /101,ICH mk 4
08-8021,ESSFwm 1 /104,ESSFwm 1
08-8020,ESSFwm 1 /111,ESSFwm 1
08-8019,ESSFwm 1 /110,ESSFwm 1
08-8018,ESSFwm 1 /112,ESSFwm 1
08-8017,ESSFwm 1 /101,ESSFwm 1
08-8012,ESSFwm 1 /110,ESSFwm 1
08-8008,ICH dm   /111,ICH dm
08-8007,ICH dm   /110,ICH dm
08-8005,ESSFwm 2 /110,ESSFwm 2
08-8004,ESSFwm 2 /103,ESSFwm 2
08-8003,ESSFwm 2 /101,ESSFwm 2
08-8001,ICH dw 1 /103,ICH dw 1
08-7990,ESSFwm 2 /110,ESSFwm 2
08-7989,ESSFwm 2 /103,ESSFwm 2
08-7987,ESSFwh 2 /104,ESSFwh 2
08-7985,ESSFwm 2 /104,ESSFwm 2
08-7984,ESSFwm 2 /104,ESSFwm 2
08-7983,ESSFwm 2 /110,ESSFwm 2
08-7982,ESSFwh 2 /102,ESSFwh 2
08-7981,ESSFwh 2 /103,ESSFwh 2
08-7901,ICH dm   /101,ICH dm
08-7900,ESSFwc 4 /101,ESSFwc 4
08-7898,ESSFmh   /112a,ESSFmh
08-7897,ESSFdc 1 /104,ESSFdc 1
08-7896,ESSFdc 1 /101,ESSFdc 1
08-7895,ESSFwc 4 /103b,ESSFwc 4
08-7893,ESSFwh 1 /111,ESSFwh 1
08-7892,ESSFwh 1 /101,ESSFwh 1
08-7891,ESSFwc 4 /110,ESSFwc 4
08-7890,ESSFwc 4 /102,ESSFwc 4
08-7889,ESSFwc 4 /103b,ESSFwc 4
08-7888,ESSFwh 1 /110.2,ESSFwh 1
08-7887,ESSFwh 1 /110.2,ESSFwh 1
08-7886,ESSFwh 1 /111,ESSFwh 1
08-7885,ESSFwc 4 /101,ESSFwc 4
08-7884,ESSFwc 4 /103a,ESSFwc 4
08-7883,ESSFwc 4 /102,ESSFwc 4
08-7882,ESSFwc 4 /111,ESSFwc 4
08-7881,ESSFwc 4 /103b,ESSFwc 4
08-7880,ESSFwcw  /103,ESSFwcw
08-7879,ESSFwh 1 /111,ESSFwh 1
08-7878,ESSFwh 1 /101,ESSFwh 1
08-7877,ESSFwh 1 /101,ESSFwh 1
08-7876,ESSFwc 4 /101,ESSFwc 4
08-7875,ESSFwcw  /110,ESSFwcw
08-7873,ESSFwcw  /101,ESSFwcw
08-7872,ESSFwh 1 /110.1,ESSFwh 1
08-7871,ESSFwh 1 /101,ESSFwh 1
08-7870,ESSFwh 1 /101,ESSFwh 1
08-7868,ESSFwc 4 /101,ESSFwc 4
08-7867,ESSFwc 4 /103b,ESSFwc 4
08-7865,ICH dw 1 /104,ICH dw 1
08-7864,ICH mw 2 /111.1,ICH mw 2
08-7863,ICH mw 2 /101,ICH mw 2
08-7862,ICH dw 1 /103,ICH dw 1
08-7861,ICH mw 2 /103,ICH mw 2
08-7860,ESSFwh 2 /104,ESSFwh 2
08-7859,ESSFwh 2 /101,ESSFwh 2
08-7858,ESSFwh 1 /104,ESSFwh 1
08-7857,ESSFwh 1 /101,ESSFwh 1
08-7855,ESSFwh 1 /110.2,ESSFwh 1
08-7853,ESSFwh 1 /111,ESSFwh 1
08-7852,ESSFwh 1 /110.1,ESSFwh 1
08-7851,ESSFwh 1 /110.2,ESSFwh 1
08-7850,ESSFwh 1 /101,ESSFwh 1
08-7849,ESSFwh 1 /104,ESSFwh 1
08-7848,ESSFwh 1 /102,ESSFwh 1
08-7847,ESSFwc 4 /103a,ESSFwc 4
08-7846,ESSFwcw  /102,ESSFwcw
08-7845,ESSFwm 1 /101,ESSFwm 1
08-7844,ESSFwm 1 /103,ESSFwm 1
08-7843,ESSFwm 1 /101,ESSFwm 1
08-7842,ESSFwm 1 /101,ESSFwm 1
08-7841,ESSFwm 1 /111,ESSFwm 1
08-7840,ESSFwm 1 /110,ESSFwm 1
08-7839,ESSFwm 1 /110,ESSFwm 1
08-7838,ESSFwm 1 /102,ESSFwm 1
08-7837,ESSFwm 1 /101,ESSFwm 1
08-7836,ESSFwm 1 /111,ESSFwm 1
08-7835,ESSFwm 1 /104,ESSFwm 1
08-7832,ESSFwm 1 /110,ESSFwm 1
08-7831,ESSFwm 1 /102,ESSFwm 1
08-7830,ESSFwm 1 /101,ESSFwm 1
08-7829,ESSFwm 1 /110,ESSFwm 1
08-7828,ESSFwm 2 /110,ESSFwm 2
08-7827,ESSFwm 2 /110,ESSFwm 2
08-7825,ICH dm   /110,ICH dm
08-7824,ESSFwh 2 /101,ESSFwh 2
08-7823,ESSFwh 2 /101,ESSFwh 2
08-7822,ESSFwh 2 /112,ESSFwh 2
08-7821,ESSFwh 2 /104,ESSFwh 2
08-7818,ESSFwh 1 /103,ESSFwh 1
08-7817,ESSFwc 4 /103b,ESSFwc 4
08-7815,ESSFwc 4 /103a,ESSFwc 4
08-7814,ESSFwh 1 /101,ESSFwh 1
08-7812,ESSFwc 4 /103b,ESSFwc 4
08-7811,ICH dw 1 /103,ICH dw 1
08-7810,ICH dw 1 /112,ICH dw 1
08-7809,ICH dw 1 /113(Ws10),ICH dw 1
08-7808,ESSFdc 1 /111,ESSFdc 1
08-7807,ESSFdc 1 /111,ESSFdc 1
08-7803,ICH mw 5 /112,ICH mw 5
08-7802,ICH mw 5 /104,ICH mw 5
08-7801,ESSFwh 1 /110.1,ESSFwh 1
08-7700,MH  ms   /102,MH  ms
08-7699,MH  ms   /101,MH  ms
08-7691,ESSFwvw  /110,ESSFwvw
08-7690,ESSFwvw  /104,ESSFwvw
08-7685,ESSFwvw  /111,ESSFwvw
08-7684,ESSFmkw  /110,ESSFmkw
08-7683,ESSFmkw  /103,ESSFmkw
08-7682,ESSFmkw  /104,ESSFmkw
08-7681,ESSFmkw  /111,ESSFmkw
08-7680,MH  ms   /104,MH  ms
08-7679,MH  ms   /101,MH  ms
08-7678,ESSFmkw  /101,ESSFmkw
08-7676,ESSFmkw  /110,ESSFmkw
08-7675,ESSFmkw  /101,ESSFmkw
08-7674,ESSFmkw  /111,ESSFmkw
08-7673,ESSFmkw  /101,ESSFmkw
08-7671,ESSFmkw  /110,ESSFmkw
08-7670,ESSFwvw  /101,ESSFwvw
08-7668,ESSFwvw  /111,ESSFwvw
08-7667,MH  ms   /101,MH  ms
08-7666,ESSFmkw  /110,ESSFmkw
08-7663,ESSFmkw  /111,ESSFmkw
08-7662,ESSFmkw  /110,ESSFmkw
08-7661,ESSFwvw  /105,ESSFwvw
08-7659,ESSFwvw  /110,ESSFwvw
08-7657,ESSFwvw  /103,ESSFwvw
08-7656,ESSFwvw  /111,ESSFwvw
08-7654,ESSFwvw  /101,ESSFwvw
08-7653,ESSFwvw  /104,ESSFwvw
08-7646,ESSFmkw  /111,ESSFmkw
08-7645,ESSFmkw  /110,ESSFmkw
08-7640,ESSFmkw  /102,ESSFmkw
08-7639,ESSFmkw  /104,ESSFmkw
08-7637,ESSFmkw  /103,ESSFmkw
08-7636,ESSFmkw  /104,ESSFmkw
08-7635,ESSFwvw  /102,ESSFwvw
08-7634,ESSFwvw  /101,ESSFwvw
08-7630,ESSFmkw  /103,ESSFmkw
08-7629,ESSFmkw  /104,ESSFmkw
08-7628,ESSFmkw  /101,ESSFmkw
08-7627,ESSFmkw  /102,ESSFmkw
08-7626,ESSFmkw  /103,ESSFmkw
08-7625,ESSFmkw  /104,ESSFmkw
08-7624,ESSFwvw  /103,ESSFwvw
08-7623,ESSFwvw  /110,ESSFwvw
08-7620,ESSFwvw  /110,ESSFwvw
08-7619,ESSFwvw  /103,ESSFwvw
08-7615,ESSFwvw  /101,ESSFwvw
08-7614,ESSFwvw  /111,ESSFwvw
08-7613,ESSFmcw  /110,ESSFmcw
08-7612,ESSFmcw  /110,ESSFmcw
08-7611,ESSFwvw  /102,ESSFwvw
08-7610,ESSFwvw  /103,ESSFwvw
08-7609,ESSFmcw  /102,ESSFmcw
08-7608,ESSFmcw  /101,ESSFmcw
08-7606,ESSFwvw  /104,ESSFwvw
08-7605,ESSFwvw  /110,ESSFwvw
08-7604,ESSFwvw  /101,ESSFwvw
08-7603,ESSFmcw  /110,ESSFmcw
08-7602,ESSFmcw  /102,ESSFmcw
08-7562,MH  ms   /101,MH  ms
08-7561,MH  ms   /104,MH  ms
08-7560,MH  ms   /103,MH  ms
08-7558,MH  ms   /103,MH  ms
08-7557,MH  ms   /112,MH  ms
08-7554,MH  ms   /112,MH  ms
08-7553,MH  ms   /112,MH  ms
08-7552,MH  ms   /111,MH  ms
08-7544,MH  ms   /104,MH  ms
08-7542,MH  ms   /110,MH  ms
08-7327,BWBSdk   /Gg51,BWBSdk
08-5587,MH  mm 2 /102,MH  mm 2
08-5562,CWH dm 3 /110,CWH dm 3
08-5561,CWH dm 3 /104,CWH dm 3
08-5560,CWH dm 3 /112,CWH dm 3
08-5559,CWH ms 2 /110,CWH ms 2
08-5558,CWH ds 1 /111,CWH ds 1
08-5557,CWH dm 3 /104,CWH dm 3
08-5555,CWH ds 1 /104,CWH ds 1
08-5554,CWH ms 3 /103.1,CWH ms 3
08-5549,CWH vh 2 /103,CWH vh 2
08-5548,CWH vm 3 /114,CWH vm 3
08-5547,CWH vh 2 /110,CWH vh 2
08-5546,CWH vh 2 /113,CWH vh 2
08-5545,CWH vm 3 /112.1,CWH vm 3
08-5544,CWH vm 4 /103,CWH vm 4
08-5543,CWH vh 2 /101,CWH vh 2
08-5541,CWH ms 2 /110,CWH ms 2
08-5540,CWH ds 1 /112,CWH ds 1
08-5539,CWH ms 2 /103,CWH ms 2
08-5536,CWH ds 1 /103,CWH ds 1
08-5535,CWH ds 1 /104,CWH ds 1
08-5533,CWH ms 2 /103,CWH ms 2
08-5532,CWH ms 1 /101,CWH ms 1
08-5531,CWH ms 2 /101,CWH ms 2
08-5529,CWH vh 2 /113,CWH vh 2
08-5528,CWH dm 3 /103,CWH dm 3
08-5526,CWH ds 1 /111,CWH ds 1
08-5522,CWH ds 1 /112,CWH ds 1
08-5521,CWH ds 1 /101b,CWH ds 1
08-5519,CWH ds 1 /110,CWH ds 1
08-5518,CWH ds 1 /104,CWH ds 1
08-5517,CWH ms 1 /103,CWH ms 1
08-5516,CWH ms 1 /103,CWH ms 1
08-5514,MH  mm 2 /102,MH  mm 2
08-5493,CWH ds 2 /112,CWH ds 2
08-5492,CWH ws 2 /110,CWH ws 2
08-5491,MH  mm 2 /101a,MH  mm 2
08-5490,MH  mm 1 /112,MH  mm 1
08-5488,CWH ds 2 /110,CWH ds 2
08-5487,CWH ds 2 /103,CWH ds 2
08-5485,CWH ds 1 /110,CWH ds 1
08-5482,CWH mm 1 /113,CWH mm 1
08-5481,CWH dm 2 /104,CWH dm 2
08-5480,CWH vm 1 /112.2,CWH vm 1
08-5479,CWH mm 2 /101,CWH mm 2
08-5478,MH  vh   /110,MH  vh
08-5477,CWH vh 2 /112,CWH vh 2
08-5476,MH  vh   /110,MH  vh
08-5474,CWH vh 2 /102,CWH vh 2
08-5472,CWH vh 2 /103,CWH vh 2
08-5471,CWH vh 2 /103,CWH vh 2
08-5470,CWH vh 2 /101,CWH vh 2
08-5469,CWH mm 1 /103,CWH mm 1
08-5468,CWH mm 1 /110,CWH mm 1
08-5466,CWH dm 2 /104,CWH dm 2
08-5465,CWH dm 2 /110,CWH dm 2
08-5464,CWH dm 1 /101,CWH dm 1
08-5463,CWH dm 1 /101,CWH dm 1
08-5462,CWH dm 2 /104,CWH dm 2
08-5443,CDF mm   /104,CDF mm
08-5442,CDF mm   /112a,CDF mm
08-5439,CWH dm 1 /101,CWH dm 1
08-5416,CWH mm 1 /113,CWH mm 1
08-5409,CWH vm 3 /101,CWH vm 3
08-5382,MH  mm 2 /101b,MH  mm 2
08-5363,ESSFmcw  /110,ESSFmcw
08-5356,MH  mm 2 /111,MH  mm 2
08-5355,ESSFmkw  /102,ESSFmkw
08-5344,ESSFmcw  /110,ESSFmcw
08-5342,ESSFmcw  /110,ESSFmcw
08-5333,ESSFmcw  /111,ESSFmcw
08-5332,ESSFmcw  /101,ESSFmcw
08-5317,ESSFmkw  /103,ESSFmkw
08-5312,ESSFmcw  /111,ESSFmcw
08-5311,ESSFmcw  /110,ESSFmcw
08-5303,ESSFwvw  /105,ESSFwvw
08-5200,IDF xx 1 /102,IDF xx 1
08-5198,IDF dm 1 /110.2,IDF dm 1
08-5197,ICH mk 1 /101,ICH mk 1
08-5196,ICH mk 1 /105,ICH mk 1
08-5195,ICH mw 5 /112,ICH mw 5
08-5194,ICH mw 5 /110,ICH mw 5
08-5192,ESSFmh   /111,ESSFmh
08-5191,ESSFdc 1 /111,ESSFdc 1
08-5190,ESSFdc 1 /110,ESSFdc 1
08-5189,ESSFdcw  /103,ESSFdcw
08-5188,ICH xw   /111,ICH xw
08-5187,ESSFmh   /110,ESSFmh
08-5186,ESSFmh   /101,ESSFmh
08-5185,ESSFdc 1 /104,ESSFdc 1
08-5178,ICH mw 5 /104,ICH mw 5
08-5177,ESSFwh 1 /110.2,ESSFwh 1
08-5176,ICH mw 5 /102,ICH mw 5
08-5169,ESSFwh 1 /104,ESSFwh 1
08-5166,ESSFmh   /111,ESSFmh
08-5165,ESSFmh   /103,ESSFmh
08-5164,ESSFmh   /102,ESSFmh
08-5163,ESSFdc 1 /101,ESSFdc 1
08-5162,ESSFmh   /112a,ESSFmh
08-5160,ESSFmh   /104,ESSFmh
08-5159,ESSFdc 1 /110,ESSFdc 1
08-5158,ESSFwc 4 /102,ESSFwc 4
08-5157,ESSFwm 3 /110,ESSFwm 3
08-5156,ESSFwm 3 /111,ESSFwm 3
08-5155,ESSFwm 3 /105,ESSFwm 3
08-5154,ESSFwm 3 /101,ESSFwm 3
08-5153,ESSFwmw  /110,ESSFwmw
08-5152,ESSFwmw  /101,ESSFwmw
08-5146,ESSFwc 4 /101,ESSFwc 4
08-5144,ESSFwcw  /101,ESSFwcw
08-5143,ESSFwcw  /104.1,ESSFwcw
08-5142,ESSFwh 2 /101,ESSFwh 2
08-5141,ESSFwh 2 /111,ESSFwh 2
08-5140,ESSFwh 2 /110,ESSFwh 2
08-5139,ESSFwh 2 /110,ESSFwh 2
08-5132,ICH mw 4 /111,ICH mw 4
08-5130,ESSFwh 3 /111,ESSFwh 3
08-5129,ESSFwh 3 /110,ESSFwh 3
08-5128,ICH mw 4 /114,ICH mw 4
08-5127,ESSFwm 3 /111,ESSFwm 3
08-5126,ESSFwm 3 /101,ESSFwm 3
08-5124,ESSFwh 1 /110.1,ESSFwh 1
08-5123,ESSFwh 1 /104,ESSFwh 1
08-5122,ESSFwh 3 /111,ESSFwh 3
08-5121,ESSFwh 3 /110,ESSFwh 3
08-5119,ESSFwm 3 /104,ESSFwm 3
08-5118,ESSFwm 3 /103,ESSFwm 3
08-5117,ESSFwmw  /110,ESSFwmw
08-5116,ESSFwmw  /101,ESSFwmw
08-5115,ESSFwmw  /102,ESSFwmw
08-5114,ESSFwm 3 /103,ESSFwm 3
08-5113,ESSFwm 3 /101,ESSFwm 3
08-5112,ESSFwm 3 /111,ESSFwm 3
08-5111,ESSFwm 3 /102,ESSFwm 3
08-5109,ESSFwm 3 /102,ESSFwm 3
08-5108,ESSFwm 3 /101,ESSFwm 3
08-5106,ESSFwc 4 /112,ESSFwc 4
08-5105,ESSFwc 4 /110,ESSFwc 4
08-5104,ESSFwc 4 /111,ESSFwc 4
08-5099,ESSFwh 2 /101,ESSFwh 2
08-5097,ESSFwm 2 /110,ESSFwm 2
08-5096,ESSFwm 2 /102,ESSFwm 2
08-5095,ESSFwm 2 /103,ESSFwm 2
08-5093,ESSFwm 2 /110,ESSFwm 2
08-5092,ESSFwh 3 /111,ESSFwh 3
08-5090,ICH dw 1 /102,ICH dw 1
08-5089,ESSFwh 3 /110,ESSFwh 3
08-5088,ESSFwm 3 /104,ESSFwm 3
08-5087,ESSFwh 3 /104.1,ESSFwh 3
08-5086,ESSFwh 3 /110,ESSFwh 3
08-5084,ICH dw 1 /110,ICH dw 1
08-5083,ICH mw 5 /101,ICH mw 5
08-5081,ESSFmh   /105,ESSFmh
08-5079,ESSFdc 1 /101,ESSFdc 1
08-5078,ESSFwh 1 /101,ESSFwh 1
08-5077,ICH mw 2 /101,ICH mw 2
08-5075,ICH xw   /111,ICH xw
08-5074,ICH xw  a/101,ICH xw  a
08-5073,ICH xw  a/101,ICH xw  a
08-5071,IDF dh   /104.2,IDF dh
08-5070,IDF dh   /104.2,IDF dh
08-5068,ICH mw 5 /103,ICH mw 5
08-5067,ICH xw   /112,ICH xw
08-5066,ICH xw   /111,ICH xw
08-5065,ICH dw 1 /110,ICH dw 1
08-5064,ICH xw  a/102,ICH xw  a
08-5062,ICH dw 1 /113(Ws10),ICH dw 1
08-5061,ICH xw   /102,ICH xw
08-5060,ICH xw   /102,ICH xw
08-5059,ICH xw  a/102,ICH xw  a
08-5058,ICH xw  a/102,ICH xw  a
08-5057,ICH xw   /102,ICH xw
08-5056,ICH dw 1 /110,ICH dw 1
08-5055,ICH xw   /103,ICH xw
08-5052,ICH xw   /103,ICH xw
08-5051,ICH dw 1 /111,ICH dw 1
08-5050,ICH dw 1 /104,ICH dw 1
08-5049,ESSFwh 1 /101,ESSFwh 1
08-5048,ICH dw 1 /104,ICH dw 1
08-5047,ICH mw 2 /103,ICH mw 2
08-5045,ESSFwh 2 /112,ESSFwh 2
08-5044,ESSFwh 2 /101,ESSFwh 2
08-5042,ESSFwh 2 /104,ESSFwh 2
08-5041,ESSFwh 1 /110.2,ESSFwh 1
08-5040,ESSFwh 1 /110.2,ESSFwh 1
08-5039,ESSFwh 1 /101,ESSFwh 1
08-5037,ESSFwcw  /103,ESSFwcw
08-5035,ESSFwcw  /101,ESSFwcw
08-5034,ESSFwh 3 /110,ESSFwh 3
08-5033,ESSFwh 3 /104.2,ESSFwh 3
08-5031,ESSFwm 3 /103,ESSFwm 3
08-5030,ICH mw 4 /112,ICH mw 4
08-5029,ICH mw 4 /101,ICH mw 4
08-5028,ESSFwm 3 /101,ESSFwm 3
08-5027,ESSFwm 3 /103,ESSFwm 3
08-5026,ESSFwmw  /101,ESSFwmw
08-5025,ESSFwmw  /101,ESSFwmw
08-5023,ESSFwmw  /102,ESSFwmw
08-5022,ESSFwm 3 /111,ESSFwm 3
08-5021,ESSFwm 3 /103,ESSFwm 3
08-5020,ESSFwm 3 /103,ESSFwm 3
08-5014,ESSFwc 4 /101,ESSFwc 4
08-5013,ESSFwc 4 /112,ESSFwc 4
08-5012,ESSFwc 4 /111,ESSFwc 4
08-5011,ESSFwc 4 /111,ESSFwc 4
08-5010,ESSFwc 4 /102,ESSFwc 4
